"","id","display_name","artists","artists_IDs","yr","danceability","energy","key","loudness","liveness","tempo","uri","url"
"10.6","0pQkyXUYyR00e1c9JV2FnB","One Day In Your Life - European Version","Anastacia","2siHvYaxjaW5rKVRiIrMYH","2002",0.695,0.711,6,-4.367,0.0682,118.893,"spotify:track:0pQkyXUYyR00e1c9JV2FnB","https://open.spotify.com/track/0pQkyXUYyR00e1c9JV2FnB"
"10.7","0vhSjNUzGyB6JPjZpGOMxR","Nada de Na","Café Quijano","2ECP3nWC88LaFz4oQzTo3Z","2001",0.674,0.939,6,-3.009,0.107,146.089,"spotify:track:0vhSjNUzGyB6JPjZpGOMxR","https://open.spotify.com/track/0vhSjNUzGyB6JPjZpGOMxR"
"10.8","0ZZsGEpFws0EDn7Kos1U2z","Tu","Umberto Tozzi","00w9sdZ78mWArooTmiSTld","1978",0.668,0.677,4,-9.64,0.361,102.407,"spotify:track:0ZZsGEpFws0EDn7Kos1U2z","https://open.spotify.com/track/0ZZsGEpFws0EDn7Kos1U2z"
"10.9","17l0gInr8JtqeyClo6qlNd","I Love You Baby","Tony Ronald","4E7LJKlq8PY1dEZKbgPJgw","1972",0.635,0.692,0,-7.617,0.0668,135.527,"spotify:track:17l0gInr8JtqeyClo6qlNd","https://open.spotify.com/track/17l0gInr8JtqeyClo6qlNd"
"10.10","1jF7IL57ayN4Ity3jQqGu0","Try","P!nk","1KCSPY1glIKqW2TotWuXOR","2013",0.673,0.629,2,-7.072,0.0944,103.998,"spotify:track:1jF7IL57ayN4Ity3jQqGu0","https://open.spotify.com/track/1jF7IL57ayN4Ity3jQqGu0"
"10.11","1kJIakOzJ81dKcVebf6saA","Dare (La La La)","Shakira","0EmeFodog0BfCgMzAIvKQp","2014",0.79,0.722,11,-5.252,0.115,128.027,"spotify:track:1kJIakOzJ81dKcVebf6saA","https://open.spotify.com/track/1kJIakOzJ81dKcVebf6saA"
"10.12","1kX0JVbq1lG9VZNiLF3Bwz","Get Down","Gilbert O'Sullivan","4HVmeVTQBgvTuvjB1JYwaf","1973",0.77,0.888,1,-6.564,0.0472,124.659,"spotify:track:1kX0JVbq1lG9VZNiLF3Bwz","https://open.spotify.com/track/1kX0JVbq1lG9VZNiLF3Bwz"
"10.13","1M6S3ZHS6rd4wHGVmxMeaL","Otra Vez","Coti","1OUDQLymoysITxprkd0Qvj","2006",0.593,0.795,4,-3.359,0.259,133.033,"spotify:track:1M6S3ZHS6rd4wHGVmxMeaL","https://open.spotify.com/track/1M6S3ZHS6rd4wHGVmxMeaL"
"10.14","1NmCx7JXWzUYPQd1W9AJNn","Si Bastasen un Par de Canciones","Eros Ramazzotti","61J0BktHv7PuP3tjTPYXSX","1990",0.394,0.573,0,-3.323,0.106,171.808,"spotify:track:1NmCx7JXWzUYPQd1W9AJNn","https://open.spotify.com/track/1NmCx7JXWzUYPQd1W9AJNn"
"10.15","1oojyg04FDAI0WIZbEwGYw","Sueños Rotos","La Quinta Estacion","7FZj349hdLfD6qzXkJLuAh","2008",0.506,0.522,6,-5.854,0.151,139.706,"spotify:track:1oojyg04FDAI0WIZbEwGYw","https://open.spotify.com/track/1oojyg04FDAI0WIZbEwGYw"
"10.16","1QV6tiMFM6fSOKOGLMHYYg","Poker Face","Lady Gaga","1HY2Jd0NmPuamShAr6KMms","2009",0.851,0.806,4,-4.62,0.121,118.999,"spotify:track:1QV6tiMFM6fSOKOGLMHYYg","https://open.spotify.com/track/1QV6tiMFM6fSOKOGLMHYYg"
"10.17","1sdyprv238gh4rfULMyqGA","Tu Y Yo - En Vivo Los Estudios Churubusco México DF/2011","Emmanuel","2DmYtFBKcxb3ajwWWgA576","1982",0.689,0.644,0,-7.229,0.97,125.973,"spotify:track:1sdyprv238gh4rfULMyqGA","https://open.spotify.com/track/1sdyprv238gh4rfULMyqGA"
"10.18","1Ur9I61TLlJJDl6cSeAlXp","Shake You Down - Single Version","Gregory Abbott","6zdcmro5vDQSUjeioajL2r","1987",0.78,0.376,11,-13.874,0.0924,94.636,"spotify:track:1Ur9I61TLlJJDl6cSeAlXp","https://open.spotify.com/track/1Ur9I61TLlJJDl6cSeAlXp"
"10.19","1vNBPK1kqWZFtofWa8RevW","El amor","José Luis Perales","5RwfJb8wxN1fuodcPORVxP","1979",0.408,0.531,2,-5.601,0.223,98.025,"spotify:track:1vNBPK1kqWZFtofWa8RevW","https://open.spotify.com/track/1vNBPK1kqWZFtofWa8RevW"
"10.20","1xobZzJ5b478hISL3oKskp","No me llames iluso","La Cabra Mecanica","1g2kmC27Pg8fcsT3O9ecje","2003",0.665,0.884,9,-6.372,0.151,103.99,"spotify:track:1xobZzJ5b478hISL3oKskp","https://open.spotify.com/track/1xobZzJ5b478hISL3oKskp"
"10.21","1ZDHk6jmqD4RJaxtKpS7CW","Piel De Terciopelo","Pato De Goma","70VP84lWDT0WEPf3Dyr4Mo","1984",0.816,0.857,1,-9.433,0.341,144.329,"spotify:track:1ZDHk6jmqD4RJaxtKpS7CW","https://open.spotify.com/track/1ZDHk6jmqD4RJaxtKpS7CW"
"10.22","22D8T98R2LL6PEC0LGrmYt","Let Me Out","Dover","5kdLOinhQnlSk4su7U6lyW","2006",0.646,0.855,10,-4.001,0.168,130.001,"spotify:track:22D8T98R2LL6PEC0LGrmYt","https://open.spotify.com/track/22D8T98R2LL6PEC0LGrmYt"
"10.23","24PPJdtNlBEcLDrz4YrKqX","Es Mi Soledad","Antonio Orozco","1ADdpen72RPuafRcv0YRBf","2005",0.745,0.529,11,-6.928,0.132,130.038,"spotify:track:24PPJdtNlBEcLDrz4YrKqX","https://open.spotify.com/track/24PPJdtNlBEcLDrz4YrKqX"
"10.24","29YBihzQOmat0U74k4ukdx","Ironic","Alanis Morissette","6ogn9necmbUdCppmNnGOdi","1996",0.456,0.635,11,-5.731,0.194,170.652,"spotify:track:29YBihzQOmat0U74k4ukdx","https://open.spotify.com/track/29YBihzQOmat0U74k4ukdx"
"10.25","2AkbsFPFjvUPgkdHGH8WXv","Atrapados en la red","Tam Tam Go!","5S8JCEc9r5JQIOYAHngbCs","1999",0.748,0.836,9,-6.816,0.114,135.783,"spotify:track:2AkbsFPFjvUPgkdHGH8WXv","https://open.spotify.com/track/2AkbsFPFjvUPgkdHGH8WXv"
"10.26","2cNoxc7subsABEeL6IUEoP","Niña (Karaoke Version)","Ameritz Spanish Karaoke","5ci9IIQug1H805VOYnaliA","1978",0.637,0.308,4,-13.904,0.332,117.002,"spotify:track:2cNoxc7subsABEeL6IUEoP","https://open.spotify.com/track/2cNoxc7subsABEeL6IUEoP"
"10.27","2czBvzOv3TvnyoW7Ozo7fP","The Rising","Bruce Springsteen","3eqjTLE0HfPfh78zjh6TqT","2002",0.499,0.761,10,-6.381,0.0895,110.186,"spotify:track:2czBvzOv3TvnyoW7Ozo7fP","https://open.spotify.com/track/2czBvzOv3TvnyoW7Ozo7fP"
"10.28","2DNyZP4Py6f4zMASLBnIu6","La Playa","La Oreja de Van Gogh","4U7lXyKdSf1JbM1aXvsodC","2001",0.589,0.552,9,-5.707,0.106,88.535,"spotify:track:2DNyZP4Py6f4zMASLBnIu6","https://open.spotify.com/track/2DNyZP4Py6f4zMASLBnIu6"
"10.29","2eRmD96ncTEgQwJmXa6rrg","Teardrops","Womack & Womack","7qShKycqNUP0GLEiTENDVZ","1989",0.872,0.715,11,-10.182,0.177,133.225,"spotify:track:2eRmD96ncTEgQwJmXa6rrg","https://open.spotify.com/track/2eRmD96ncTEgQwJmXa6rrg"
"10.30","2hbA72TFulrNGTEBUMAnzG","There Must Be an Angel (Playing with My Heart)","Eurythmics","0NKDgy9j66h3DLnN8qu1bB","1985",0.583,0.776,0,-5.495,0.112,112.129,"spotify:track:2hbA72TFulrNGTEBUMAnzG","https://open.spotify.com/track/2hbA72TFulrNGTEBUMAnzG"
"10.31","2KRD3JU99DXWwuCpsBmzkr","El Orden Del Mundo","Danza Invisible","1MK9J20Op7jFgUDbLiy6m2","1993",0.738,0.671,9,-12.438,0.0477,95.099,"spotify:track:2KRD3JU99DXWwuCpsBmzkr","https://open.spotify.com/track/2KRD3JU99DXWwuCpsBmzkr"
"10.32","2LUDv2YzjlHHQlxBXwmnTO","Miro la vida pasar","Fangoria","7CJiKj8TrQSms0WSCKbHm4","2004",0.669,0.868,8,-6.948,0.0969,130.002,"spotify:track:2LUDv2YzjlHHQlxBXwmnTO","https://open.spotify.com/track/2LUDv2YzjlHHQlxBXwmnTO"
"10.33","2X90tKH59XlulLjbT4vci1","Perfect","Fairground Attraction","1sAkg8871iPVI0wPbOfIZa","1988",0.579,0.203,9,-15.216,0.0866,138.798,"spotify:track:2X90tKH59XlulLjbT4vci1","https://open.spotify.com/track/2X90tKH59XlulLjbT4vci1"
"10.34","34js2TOQm9tf6xhefJ97HI","Oye","Gloria Estefan","5IFCkqu9J6xdWeYMk5I889","1998",0.689,0.885,1,-5.043,0.37,130.102,"spotify:track:34js2TOQm9tf6xhefJ97HI","https://open.spotify.com/track/34js2TOQm9tf6xhefJ97HI"
"10.35","35o9a4iAfLl5jRmqMX9c1D","Shape of My Heart","Backstreet Boys","5rSXSAkZ67PYJSvpUpkOr7","2000",0.575,0.786,9,-4.353,0.159,96.102,"spotify:track:35o9a4iAfLl5jRmqMX9c1D","https://open.spotify.com/track/35o9a4iAfLl5jRmqMX9c1D"
"10.36","3GqAK5dshZtCuLIoohXMPi","Dicen...","OBK","00iiLCQzrQfdDg27gus6Ny","1993",0.884,0.518,8,-11.831,0.0744,119.988,"spotify:track:3GqAK5dshZtCuLIoohXMPi","https://open.spotify.com/track/3GqAK5dshZtCuLIoohXMPi"
"10.37","3hVrI7snZMTmHCnbwME47u","Physical","Olivia Newton-John","4BoRxUdrcgbbq1rxJvvhg9","1982",0.839,0.633,4,-11.353,0.31,123.816,"spotify:track:3hVrI7snZMTmHCnbwME47u","https://open.spotify.com/track/3hVrI7snZMTmHCnbwME47u"
"10.38","3JhllUTyXy2ceSTzNSErBC","Días de verano","Amaral","4OkeTQCk0fvX6VBYpOOxDi","2005",0.487,0.842,6,-2.509,0.101,139.781,"spotify:track:3JhllUTyXy2ceSTzNSErBC","https://open.spotify.com/track/3JhllUTyXy2ceSTzNSErBC"
"10.39","3Klfd4rsRO53fYpxmdQmYV","Heaven For Everyone - Remastered 2011","Queen","1dfeR4HaWDbWqFHLkxsg1d","1995",0.593,0.425,0,-9.775,0.167,110.208,"spotify:track:3Klfd4rsRO53fYpxmdQmYV","https://open.spotify.com/track/3Klfd4rsRO53fYpxmdQmYV"
"10.40","3Li4aKBspqcVGj0ew1TMPm","Como ayer - Remastered 2015","Bruno Lomas","4CfLRSeU22yyEoQHxlvwiX","1966",0.423,0.442,4,-8.902,0.286,111.289,"spotify:track:3Li4aKBspqcVGj0ew1TMPm","https://open.spotify.com/track/3Li4aKBspqcVGj0ew1TMPm"
"10.41","3MjUtNVVq3C8Fn0MP3zhXa","...Baby One More Time","Britney Spears","26dSoYclwsYLMAKD3tpOr4","1999",0.759,0.699,0,-5.745,0.443,92.96,"spotify:track:3MjUtNVVq3C8Fn0MP3zhXa","https://open.spotify.com/track/3MjUtNVVq3C8Fn0MP3zhXa"
"10.42","3osYhl8lGmLJYASrrh9Y5f","Morenamia (con Julieta Venegas)","Miguel Bosé","7mWCSSOYqm4E9mB7V4ot6S","2001",0.711,0.822,9,-5.766,0.0444,160.011,"spotify:track:3osYhl8lGmLJYASrrh9Y5f","https://open.spotify.com/track/3osYhl8lGmLJYASrrh9Y5f"
"10.43","3Sv8dOoMwHH5RtoWdMApvw","En Tu Cruz Me Clavaste","Chenoa","0i3ypO6G38iZmANDHWZxlY","2003",0.764,0.873,1,-5.931,0.383,104.027,"spotify:track:3Sv8dOoMwHH5RtoWdMApvw","https://open.spotify.com/track/3Sv8dOoMwHH5RtoWdMApvw"
"10.44","3UpS7kBnkVQYG13pDDFTC4","As Long as You Love Me","Backstreet Boys","5rSXSAkZ67PYJSvpUpkOr7","1998",0.804,0.801,0,-4.892,0.215,98.12,"spotify:track:3UpS7kBnkVQYG13pDDFTC4","https://open.spotify.com/track/3UpS7kBnkVQYG13pDDFTC4"
"10.45","3uU6dqBjVKRTPis0RrTaT4","Las de la Intuición","Shakira","0EmeFodog0BfCgMzAIvKQp","2007",0.728,0.731,2,-7.075,0.0888,130.032,"spotify:track:3uU6dqBjVKRTPis0RrTaT4","https://open.spotify.com/track/3uU6dqBjVKRTPis0RrTaT4"
"10.46","3XKIUb7HzIF1Vu9usunMzc","Maria Maria - Radio Mix","Santana","6GI52t8N5F02MxU0g5U69P","2000",0.777,0.601,2,-5.931,0.0348,97.911,"spotify:track:3XKIUb7HzIF1Vu9usunMzc","https://open.spotify.com/track/3XKIUb7HzIF1Vu9usunMzc"
"10.47","3YWAQj8Sb3bukNSZRKsMh3","America Latina","La Decada Prodigiosa","0GkNwzVvRxd09suskI9lQR","1987",0.802,0.643,9,-10.999,0.0605,127.973,"spotify:track:3YWAQj8Sb3bukNSZRKsMh3","https://open.spotify.com/track/3YWAQj8Sb3bukNSZRKsMh3"
"10.48","3zUQ2rHpzn755x9HlHdd4G","Sad Eyes - Studio Outtake - 1990","Bruce Springsteen","3eqjTLE0HfPfh78zjh6TqT","1999",0.697,0.447,2,-11.67,0.112,114.799,"spotify:track:3zUQ2rHpzn755x9HlHdd4G","https://open.spotify.com/track/3zUQ2rHpzn755x9HlHdd4G"
"10.49","43bA5mhwO87S6aCWECxq37","Al Lado De Tí","La Trampa","1391APnUgDXi7nRs9LuOEL","1992",0.654,0.915,5,-7.558,0.355,111.116,"spotify:track:43bA5mhwO87S6aCWECxq37","https://open.spotify.com/track/43bA5mhwO87S6aCWECxq37"
"10.50","4CEGV9FdS1KROtzXROUtOs","Actitudes","Roberto Carlos","7fAKtXSdNInWAIf0jVUz65","1974",0.366,0.618,10,-7.202,0.0484,71.929,"spotify:track:4CEGV9FdS1KROtzXROUtOs","https://open.spotify.com/track/4CEGV9FdS1KROtzXROUtOs"
"10.51","4Cq7GHxnOD6hMw11ejkf3U","A Que No Me Dejas","Alejandro Sanz","5sUrlPAHlS9NEirDB8SEbF","2015",0.652,0.634,7,-4.587,0.105,95.094,"spotify:track:4Cq7GHxnOD6hMw11ejkf3U","https://open.spotify.com/track/4Cq7GHxnOD6hMw11ejkf3U"
"10.52","4lN533ecUjcnqTkdxaYoP2","Tocado y hundido","Melendi","1EXjXQpDx2pROygh8zvHs4","2014",0.693,0.919,11,-3.737,0.0901,102.052,"spotify:track:4lN533ecUjcnqTkdxaYoP2","https://open.spotify.com/track/4lN533ecUjcnqTkdxaYoP2"
"10.53","4MIB4aXVS0M0KNVcbQlyOP","Say What You Want","Texas","5JsdVATHNPE0XdMFMRoSuf","1997",0.633,0.841,4,-5.932,0.396,95.888,"spotify:track:4MIB4aXVS0M0KNVcbQlyOP","https://open.spotify.com/track/4MIB4aXVS0M0KNVcbQlyOP"
"10.54","4pEXlAqaJXQUKDteKRLun9","Rock Me Amadeus - The Gold Mix","Falco","0hLd40hVpRDGENe4KGZLnW","1986",0.609,0.901,4,-4.929,0.116,176.664,"spotify:track:4pEXlAqaJXQUKDteKRLun9","https://open.spotify.com/track/4pEXlAqaJXQUKDteKRLun9"
"10.55","4R9MweXSxCektsdVJ2uS8V","Someday I'll Be Saturday Night","Bon Jovi","58lV9VcRSjABbAbfWS6skp","1995",0.565,0.864,4,-5.441,0.319,126.572,"spotify:track:4R9MweXSxCektsdVJ2uS8V","https://open.spotify.com/track/4R9MweXSxCektsdVJ2uS8V"
"10.56","4t32wWkxODpWp1HnBPp7rm","Ella Elle L A - Radio Version","Kate Ryan","47BNWfpngeFHYvBlPPyraM","2008",0.56,0.859,4,-4.407,0.298,124.929,"spotify:track:4t32wWkxODpWp1HnBPp7rm","https://open.spotify.com/track/4t32wWkxODpWp1HnBPp7rm"
"10.57","4TGLC4nSVOHO45xbCrjHz6","Mi Enfermedad - Version 96","Los Rodriguez","3XkJyJgJDxnjdQgH0zfT8K","1997",0.564,0.855,2,-7.185,0.273,136.279,"spotify:track:4TGLC4nSVOHO45xbCrjHz6","https://open.spotify.com/track/4TGLC4nSVOHO45xbCrjHz6"
"10.58","4TRBtmbxwNyxJlxGCcK7Us","Sildavia","Union, La","1uyJn9ZMC0cS4ek7K0B6vH","1984",0.524,0.833,2,-4.975,0.26,145.075,"spotify:track:4TRBtmbxwNyxJlxGCcK7Us","https://open.spotify.com/track/4TRBtmbxwNyxJlxGCcK7Us"
"10.59","4UDG8mafGrMOuaQXWx8keo","Números Rojos - Remastered 2016","Azul Y Negro","2ZumU1IGplRsr3M7VNrH1n","1985",0.593,0.961,10,-3.999,0.0556,141.867,"spotify:track:4UDG8mafGrMOuaQXWx8keo","https://open.spotify.com/track/4UDG8mafGrMOuaQXWx8keo"
"10.60","4YZbMyOtCAQrzB3fddrpNf","No Llores Por Mí Argentina","Paloma San Basilio","1QcwtcwAClkmeaVofZ4zUn","1981",0.236,0.281,1,-6.37,0.138,81.502,"spotify:track:4YZbMyOtCAQrzB3fddrpNf","https://open.spotify.com/track/4YZbMyOtCAQrzB3fddrpNf"
"10.61","54xnDmrdWnup9zDZHKLvw7","El Abuelo Vitor","Víctor Manuel","6cFqY5mkBqKqaIYunDg1k8","1970",0.414,0.593,9,-11.887,0.99,119.37,"spotify:track:54xnDmrdWnup9zDZHKLvw7","https://open.spotify.com/track/54xnDmrdWnup9zDZHKLvw7"
"10.62","5C7ATKtGMKCJOxMKZXxEFa","A Woman Loves A Man","Joe Cocker","3pFCERyEiP5xeN2EsPXhjI","1988",0.55,0.413,6,-15.203,0.299,188.129,"spotify:track:5C7ATKtGMKCJOxMKZXxEFa","https://open.spotify.com/track/5C7ATKtGMKCJOxMKZXxEFa"
"10.63","5EcOKetM1xwkwWo8f2AMAa","What’s The Frequency, Kenneth? - Live From The National Bowl, Milton Keynes / 1995","R.E.M.","4KWTAlx2RvbpseOGMEmROg","1994",0.0759,0.886,2,-9.564,0.975,200.672,"spotify:track:5EcOKetM1xwkwWo8f2AMAa","https://open.spotify.com/track/5EcOKetM1xwkwWo8f2AMAa"
"10.64","5MoDQWMDMaAGDEiWsJfeCi","Eternal Flame","The Bangles","51l0uqRxGaczYr4271pVIC","1989",0.526,0.358,4,-7.239,0.0942,78.988,"spotify:track:5MoDQWMDMaAGDEiWsJfeCi","https://open.spotify.com/track/5MoDQWMDMaAGDEiWsJfeCi"
"10.65","5n6RDaGFSN88oRWuGtYAIN","The Show Must Go On - Remastered 2011","Queen","1dfeR4HaWDbWqFHLkxsg1d","1991",0.426,0.687,11,-6.926,0.112,84.141,"spotify:track:5n6RDaGFSN88oRWuGtYAIN","https://open.spotify.com/track/5n6RDaGFSN88oRWuGtYAIN"
"10.66","5rYnzhP3PDkSGISScPJKED","La Casa Azul","Duncan Dhu","2MLHBMApNE5h8wIufiTPs7","1991",0.589,0.9,7,-4.63,0.377,158.254,"spotify:track:5rYnzhP3PDkSGISScPJKED","https://open.spotify.com/track/5rYnzhP3PDkSGISScPJKED"
"10.67","5TbzAWWc5eJaANpA9kfGCd","Love Me Again","John Newman","34v5MVKeQnIo0CWYMbbrPf","2013",0.495,0.894,2,-4.814,0.103,126.03,"spotify:track:5TbzAWWc5eJaANpA9kfGCd","https://open.spotify.com/track/5TbzAWWc5eJaANpA9kfGCd"
"10.68","5tEWG2w3eCJAleGxvZGm8p","It's Raining Again","Supertramp","3JsMj0DEzyWc0VDlHuy9Bx","1982",0.603,0.674,10,-6.808,0.26,121.261,"spotify:track:5tEWG2w3eCJAleGxvZGm8p","https://open.spotify.com/track/5tEWG2w3eCJAleGxvZGm8p"
"10.69","5UvE5QlINnvEc7aFO14DVL","Great Balls Of Fire","Jerry Lee Lewis","2zyz0VJqrDXeFDIyrfVXSo","1990",0.4,0.818,0,-11.238,0.132,166.287,"spotify:track:5UvE5QlINnvEc7aFO14DVL","https://open.spotify.com/track/5UvE5QlINnvEc7aFO14DVL"
"10.70","5WQ1hIc5d2EVbRQ8qsj8Uh","Hey Ya! - Radio Mix / Club Mix","OutKast","1G9G7WwrXka3Z1r7aIDjI7","2004",0.719,0.967,0,-2.435,0.206,79.505,"spotify:track:5WQ1hIc5d2EVbRQ8qsj8Uh","https://open.spotify.com/track/5WQ1hIc5d2EVbRQ8qsj8Uh"
"10.71","5xtrS1oKSvolhkmvocf6r9","Negrita","La Unión","2Ax9wZpdlg4r2zkc3pcI8U","1996",0.608,0.785,5,-7.076,0.0667,80.113,"spotify:track:5xtrS1oKSvolhkmvocf6r9","https://open.spotify.com/track/5xtrS1oKSvolhkmvocf6r9"
"10.72","5zUCcthLRqUJHycbWBy7Rc","Hey - Spanish Version","Julio Iglesias","4etuCZVdP8yiNPn4xf0ie5","1980",0.465,0.448,2,-8.12,0.41,103.219,"spotify:track:5zUCcthLRqUJHycbWBy7Rc","https://open.spotify.com/track/5zUCcthLRqUJHycbWBy7Rc"
"10.73","608xszaAxVh4m7NcKJiAbF","One Of These Nights - Remastered","Eagles","0ECwFtbIWEVNwjlrfc6xoL","1975",0.655,0.606,7,-10.385,0.0757,110.061,"spotify:track:608xszaAxVh4m7NcKJiAbF","https://open.spotify.com/track/608xszaAxVh4m7NcKJiAbF"
"10.74","61UuPxxYUvacEH6SHIK3sU","Brown Sugar","The Rolling Stones","22bE4uQ6baNwSHPVcDxLCe","1971",0.641,0.927,0,-3.532,0.045,128.606,"spotify:track:61UuPxxYUvacEH6SHIK3sU","https://open.spotify.com/track/61UuPxxYUvacEH6SHIK3sU"
"10.75","682wKNJue9FGWvwhsFOW90","El 7 de Septiembre","Mecano","5BMgsAFg8rZQc3tqs5BB8G","1991",0.611,0.589,5,-8.299,0.42,90.987,"spotify:track:682wKNJue9FGWvwhsFOW90","https://open.spotify.com/track/682wKNJue9FGWvwhsFOW90"
"10.76","6beFuzSjwhOKFZp2aqYDdY","Amazing","Aerosmith","7Ey4PD4MYsKc5I2dolUwbH","1994",0.308,0.747,0,-5.434,0.431,139.454,"spotify:track:6beFuzSjwhOKFZp2aqYDdY","https://open.spotify.com/track/6beFuzSjwhOKFZp2aqYDdY"
"10.77","6ccgxTZ8boW6g80rXPplS6","Vivir Sin Aire - Unplugged","Maná","7okwEbXzyT2VffBmyQBWLz","1994",0.596,0.707,7,-6.401,0.99,132.211,"spotify:track:6ccgxTZ8boW6g80rXPplS6","https://open.spotify.com/track/6ccgxTZ8boW6g80rXPplS6"
"10.78","6dNSWqBXdY75pLWou8llut","Quiero Aprender de Ti","El Canto Del Loco","5RK6c1tyaKpwcDpbgCGNgj","2010",0.516,0.533,4,-6.731,0.164,153.98,"spotify:track:6dNSWqBXdY75pLWou8llut","https://open.spotify.com/track/6dNSWqBXdY75pLWou8llut"
"10.79","6M77xL824KXsS8Zt6zeqf4","Beggin'","Madcon","6c4sUNBgdonFJz8Kx2VsGz","2009",0.718,0.794,4,-5.142,0.0735,129.071,"spotify:track:6M77xL824KXsS8Zt6zeqf4","https://open.spotify.com/track/6M77xL824KXsS8Zt6zeqf4"
"10.80","6ObrItv2T2Uusuu6eHS7Ye","Rastros De Ti","Cabaret Pop","7KNsuV6AcZN3ZoJP1ovEcM","1993",0.735,0.585,9,-10.751,0.0706,96.123,"spotify:track:6ObrItv2T2Uusuu6eHS7Ye","https://open.spotify.com/track/6ObrItv2T2Uusuu6eHS7Ye"
"10.81","6oyYKWTbYt5Zb8tIiLZbmH","Unchain My Heart","Joe Cocker","3pFCERyEiP5xeN2EsPXhjI","1988",0.751,0.674,9,-12.976,0.32,117.969,"spotify:track:6oyYKWTbYt5Zb8tIiLZbmH","https://open.spotify.com/track/6oyYKWTbYt5Zb8tIiLZbmH"
"10.82","6RSYFAFTn4tkNcxXCHE8mv","No Estás Sola - En Directo / 2017","Miguel Rios","1dpnxi6xgoB2kaRYnnoatZ","1983",0.365,0.621,2,-8.799,0.949,126.93,"spotify:track:6RSYFAFTn4tkNcxXCHE8mv","https://open.spotify.com/track/6RSYFAFTn4tkNcxXCHE8mv"
"10.83","6vcNJUWtUPB0hKC6VbZriY","San Francisco (Be Sure to Wear Flowers in Your Hair) - Single Version","Scott McKenzie","7d7AZ3CQC457bFhK0wHpSO","1967",0.525,0.52,7,-11.725,0.111,112.554,"spotify:track:6vcNJUWtUPB0hKC6VbZriY","https://open.spotify.com/track/6vcNJUWtUPB0hKC6VbZriY"
"10.84","6XxFTFauoIwxcEjeped3Iz","Suicide Blonde","INXS","1eClJfHLoDI4rZe5HxzBFv","1990",0.612,0.962,4,-5.36,0.123,119.962,"spotify:track:6XxFTFauoIwxcEjeped3Iz","https://open.spotify.com/track/6XxFTFauoIwxcEjeped3Iz"
"10.85","6z9XVXX8AXxVunhocuLTMe","Eloise","Barry Ryan","5JJxBX97vBHW7KMsBqIJre","1969",0.425,0.591,0,-11.996,0.355,131.087,"spotify:track:6z9XVXX8AXxVunhocuLTMe","https://open.spotify.com/track/6z9XVXX8AXxVunhocuLTMe"
"10.86","73CAvmxzhBK0w5zrQaSk1U","Hands Up (Give Me Your Heart) (Karaoke in the style of Ottawan)","1980's Karaoke Band","3b9rIytu7CrXBq3Ugu5W3v","1981",0.804,0.433,9,-10.316,0.0567,128.073,"spotify:track:73CAvmxzhBK0w5zrQaSk1U","https://open.spotify.com/track/73CAvmxzhBK0w5zrQaSk1U"
"10.87","74iZuPGwyL33VlTr6jTnab","Always Remember Us This Way","Lady Gaga","1HY2Jd0NmPuamShAr6KMms","2011",0.553,0.502,0,-5.972,0.764,129.976,"spotify:track:74iZuPGwyL33VlTr6jTnab","https://open.spotify.com/track/74iZuPGwyL33VlTr6jTnab"
"10.88","79TsAGaVbgKIcAl6Imu0t4","Cantos de sirena","Inma Serrano","05Rq120pXSeKl8VjW8FBia","1997",0.744,0.678,8,-7.543,0.11,135.99,"spotify:track:79TsAGaVbgKIcAl6Imu0t4","https://open.spotify.com/track/79TsAGaVbgKIcAl6Imu0t4"
"10.89","7BCer0V0I1CZDI6S6kYD44","Son de Amores","Andy & Lucas","4dqi10p8S91S2ChvcWsi1L","2003",0.681,0.838,2,-5.411,0.605,81.942,"spotify:track:7BCer0V0I1CZDI6S6kYD44","https://open.spotify.com/track/7BCer0V0I1CZDI6S6kYD44"
"10.90","7Eb5AYiiGWItBNddlmxvnh","A quien le importa","Alaska Y Dinarama","2mDlFcPtgXtLF1gEshEInh","1986",0.568,0.849,7,-10.472,0.145,130.746,"spotify:track:7Eb5AYiiGWItBNddlmxvnh","https://open.spotify.com/track/7Eb5AYiiGWItBNddlmxvnh"
"10.91","7GZim9NjDWBBzSOIqSd0Hp","Goodnight Girl","Wet Wet Wet","2u0gw0uCWBMiqV7h0N8kai","1992",0.264,0.198,9,-15.661,0.339,179.352,"spotify:track:7GZim9NjDWBBzSOIqSd0Hp","https://open.spotify.com/track/7GZim9NjDWBBzSOIqSd0Hp"
"10.92","7imHBMVpDygVBqJAKJQfcc","Mía (Estoy Loco)","Neo El Kapo","0wXcPASJ1bhAL2aa9MyxTv","1989",0.749,0.718,6,-6.382,0.0715,92.996,"spotify:track:7imHBMVpDygVBqJAKJQfcc","https://open.spotify.com/track/7imHBMVpDygVBqJAKJQfcc"
"10.93","7JAKyR179b2VEv84bqRwoG","Si...","José Luis Perales","5RwfJb8wxN1fuodcPORVxP","1977",0.447,0.423,10,-10.374,0.139,101.694,"spotify:track:7JAKyR179b2VEv84bqRwoG","https://open.spotify.com/track/7JAKyR179b2VEv84bqRwoG"
"10.94","7JgLznFb8MfifnVIirJHfw","Mi Razón De Ser","OBK","00iiLCQzrQfdDg27gus6Ny","1995",0.653,0.853,8,-9.382,0.0557,123.058,"spotify:track:7JgLznFb8MfifnVIirJHfw","https://open.spotify.com/track/7JgLznFb8MfifnVIirJHfw"
